EBELN,EBELP,MATNR,WERKS,LGORT,MENGE,NETPR,PEINH,MWSKZ,EINDT
451518,74,M416,US01,0002,1,862.29,1,V0,2025-11-05
451518,15,M700,US01,0001,19,371.98,1,A0,2025-09-11
451518,38,M794,US01,0002,9,562.88,1,A0,2025-09-16
451519,19,M257,US01,0001,5,122.7,1,A1,2025-10-21
451520,80,M951,US01,0001,5,61.85,1,A1,2025-09-01
451521,80,M899,US01,0001,2,295.79,1,V0,2025-10-16
451521,49,M618,US01,0001,4,875.86,1,A1,2025-11-11
451521,60,M776,US01,0002,8,965.08,1,A0,2025-11-04
451521,68,M987,US01,0001,3,608.69,1,A1,2025-10-25
451522,10,M700,US01,0001,16,660.51,1,A1,2025-09-10
451522,47,M700,US01,0002,11,104.12,1,A1,2025-10-28
451522,72,M416,US01,0001,8,178.7,1,A1,2025-10-02
451522,10,M961,US01,0001,3,875.38,1,A0,2025-10-10
451523,87,M714,US01,0001,19,344.81,1,A1,2025-11-06
451523,98,M465,US01,0001,4,492.37,1,V0,2025-09-08
451523,38,M144,US01,0002,16,811.42,1,A0,2025-10-05
451523,29,M487,US01,0001,5,866.48,1,V0,2025-09-05
451524,34,M473,US01,0001,8,337.79,1,A0,2025-09-16
451525,86,M390,US01,0001,4,168.69,1,V0,2025-08-26
451525,59,M181,US01,0001,19,642.12,1,A0,2025-08-31
451525,62,M969,US01,0001,19,936.8,1,A0,2025-08-26
451525,59,M853,US01,0001,9,487.98,1,V0,2025-11-06
451526,44,M555,US01,0002,14,634.36,1,V0,2025-10-08
451527,11,M179,US01,0001,8,254.21,1,A0,2025-11-12
451527,60,M230,US01,0001,11,262.39,1,A0,2025-08-29
451527,34,M622,US01,0002,19,911.17,1,A1,2025-08-24
451527,42,M454,US01,0001,2,66.85,1,A1,2025-08-29
451528,36,M751,US01,0002,9,394.87,1,V0,2025-10-13
451528,46,M258,US01,0001,6,323.23,1,A1,2025-09-24
451528,17,M404,US01,0001,1,399.99,1,V0,2025-08-16
451529,87,M969,US01,0002,14,137.93,1,A0,2025-09-20
451529,86,M138,US01,0001,16,595.2,1,A1,2025-08-20
451529,71,M957,US01,0001,1,198.68,1,V0,2025-10-24
451530,55,M256,US01,0002,17,605.43,1,A1,2025-10-17
451530,77,M339,US01,0001,4,729.32,1,A0,2025-09-03
451530,20,M938,US01,0001,6,971.16,1,V0,2025-08-17
451531,56,M306,US01,0001,14,555.61,1,V0,2025-10-21
451532,75,M604,US01,0002,2,718.93,1,V0,2025-09-08
451532,95,M258,US01,0001,1,947.07,1,A0,2025-10-09
451532,11,M249,US01,0001,8,741.42,1,A1,2025-10-19
451533,22,M502,US01,0001,13,993.66,1,A0,2025-10-30
451533,48,M604,US01,0002,19,100.42,1,A0,2025-11-07
451533,27,M354,US01,0001,20,610.76,1,A1,2025-10-14
451534,53,M860,US01,0002,6,425.85,1,A1,2025-11-06
451534,19,M901,US01,0001,10,921.39,1,V0,2025-08-16
451535,63,M552,US01,0001,11,330.67,1,A1,2025-08-22
451535,97,M266,US01,0002,10,272.1,1,A1,2025-09-29
451535,96,M894,US01,0001,20,194.05,1,V0,2025-08-16
451535,21,M618,US01,0002,17,299.53,1,A0,2025-09-22
451536,67,M610,US01,0001,6,554.67,1,A1,2025-11-01
451536,72,M160,US01,0002,4,309.72,1,V0,2025-10-17
451537,64,M336,US01,0002,6,145.72,1,V0,2025-10-30
451537,72,M266,US01,0002,4,624.7,1,A0,2025-09-17
451538,78,M646,US01,0001,4,310.09,1,A0,2025-09-09
451538,75,M665,US01,0002,16,807.33,1,A0,2025-09-10
451538,11,M850,US01,0001,19,636.1,1,A1,2025-11-08
451538,86,M166,US01,0001,5,476.52,1,A0,2025-10-19
451539,64,M257,US01,0002,1,845.08,1,A1,2025-08-31
451539,88,M920,US01,0002,4,713.42,1,A0,2025-09-26
451540,93,M454,US01,0002,15,968.8,1,A0,2025-11-12
451541,71,M129,US01,0001,2,168.83,1,A0,2025-08-29
451542,10,M212,US01,0002,20,751.99,1,A1,2025-10-12
451543,56,M786,US01,0001,7,97.94,1,A0,2025-09-10
451543,91,M939,US01,0001,6,691.77,1,A0,2025-08-22
451543,89,M970,US01,0001,7,542.46,1,A0,2025-08-27
451543,39,M681,US01,0002,10,967.36,1,A0,2025-11-09
451544,31,M726,US01,0001,6,868.38,1,A0,2025-10-19
451545,48,M455,US01,0001,20,549.57,1,V0,2025-11-04
451545,95,M940,US01,0002,6,106.41,1,V0,2025-10-30
451545,78,M665,US01,0001,20,113.51,1,A0,2025-10-02
451546,93,M319,US01,0002,11,494.93,1,V0,2025-09-24
451546,78,M920,US01,0002,4,128.0,1,V0,2025-09-19
451546,21,M454,US01,0002,19,701.67,1,A1,2025-08-16
451547,73,M380,US01,0002,1,229.31,1,A1,2025-10-08
451547,27,M839,US01,0002,12,820.16,1,V0,2025-09-07
451547,44,M792,US01,0001,11,549.72,1,A0,2025-08-29
451548,15,M961,US01,0001,7,264.88,1,A1,2025-11-08
451549,75,M718,US01,0001,3,543.95,1,V0,2025-10-27
451550,65,M455,US01,0002,20,352.6,1,A0,2025-10-17
451551,69,M913,US01,0002,12,899.0,1,V0,2025-10-21
451551,17,M304,US01,0001,13,969.27,1,A0,2025-08-26
451551,78,M221,US01,0002,15,494.93,1,A0,2025-08-29
451552,90,M617,US01,0001,18,788.05,1,A0,2025-09-14
451553,14,M354,US01,0001,10,271.02,1,A0,2025-08-28
451553,75,M932,US01,0001,15,948.55,1,A0,2025-10-09
451553,80,M361,US01,0002,7,144.18,1,A1,2025-08-26
451553,89,M665,US01,0002,13,85.95,1,A1,2025-10-11
451554,61,M204,US01,0002,18,137.98,1,A0,2025-08-20
451554,72,M502,US01,0001,16,377.1,1,A1,2025-09-29
451554,72,M936,US01,0002,15,975.52,1,A1,2025-10-01
451555,31,M453,US01,0002,14,482.61,1,V0,2025-10-16
451555,60,M431,US01,0001,3,285.43,1,A1,2025-09-09
451555,11,M536,US01,0002,6,596.32,1,V0,2025-10-04
451556,34,M843,US01,0002,3,116.36,1,A0,2025-10-16
451556,69,M669,US01,0002,15,370.95,1,V0,2025-10-16
451556,96,M991,US01,0002,20,56.16,1,V0,2025-10-23
451556,17,M416,US01,0002,16,315.26,1,V0,2025-09-01
451557,75,M283,US01,0002,2,560.36,1,A0,2025-09-20
451557,90,M920,US01,0002,17,809.61,1,V0,2025-11-07
451558,79,M953,US01,0001,5,91.57,1,A0,2025-08-26
451558,39,M494,US01,0002,1,835.09,1,A1,2025-10-22
451558,87,M776,US01,0002,17,106.93,1,V0,2025-08-30
451559,55,M421,US01,0001,4,99.78,1,V0,2025-10-12
451559,94,M212,US01,0001,12,973.14,1,A1,2025-08-30
451559,84,M306,US01,0001,7,658.33,1,A0,2025-10-28
451560,76,M275,US01,0002,14,345.59,1,A0,2025-08-28
451560,89,M676,US01,0002,20,217.65,1,A1,2025-08-27
451560,31,M262,US01,0001,19,144.39,1,A0,2025-08-26
451561,79,M968,US01,0002,9,77.36,1,V0,2025-10-11
451561,67,M410,US01,0001,14,715.59,1,A0,2025-08-21
451561,81,M689,US01,0001,17,333.85,1,V0,2025-10-03
451562,82,M707,US01,0002,1,968.98,1,A0,2025-11-03
451562,22,M835,US01,0002,5,275.84,1,V0,2025-09-26
451562,54,M262,US01,0002,19,461.67,1,A1,2025-10-16
451562,85,M114,US01,0002,5,741.46,1,A1,2025-08-27
451563,41,M465,US01,0002,7,752.3,1,A1,2025-11-03
451564,94,M853,US01,0002,4,653.65,1,A0,2025-10-06
451565,37,M474,US01,0001,16,264.44,1,A1,2025-11-13
451565,79,M368,US01,0002,2,417.54,1,A1,2025-10-22
451566,98,M243,US01,0002,13,845.11,1,A1,2025-09-08
451566,18,M453,US01,0002,3,546.79,1,V0,2025-10-26
451567,12,M412,US01,0002,20,50.44,1,V0,2025-09-13
451567,34,M957,US01,0001,6,471.59,1,A1,2025-09-07
451567,97,M815,US01,0001,7,187.03,1,V0,2025-10-02
451567,84,M829,US01,0001,20,132.0,1,V0,2025-09-25
451568,67,M502,US01,0001,3,300.28,1,A0,2025-09-19
451568,18,M609,US01,0001,18,800.72,1,A0,2025-11-12
451568,64,M760,US01,0001,12,150.94,1,V0,2025-09-03
451569,16,M665,US01,0002,17,892.17,1,A0,2025-08-19
451570,86,M270,US01,0001,5,388.32,1,A1,2025-08-21
451570,85,M569,US01,0002,8,582.94,1,A1,2025-10-28
451570,38,M339,US01,0001,4,57.4,1,A1,2025-10-30
451571,69,M482,US01,0002,15,717.09,1,V0,2025-08-27
451571,77,M266,US01,0002,13,789.54,1,A0,2025-08-24
451572,14,M257,US01,0002,5,483.41,1,A1,2025-08-25
451572,75,M968,US01,0001,3,903.67,1,A0,2025-09-28
451572,24,M138,US01,0001,8,194.27,1,A0,2025-11-09
451573,50,M547,US01,0001,19,541.33,1,A1,2025-09-17
451573,67,M357,US01,0002,2,935.03,1,V0,2025-09-28
451573,65,M129,US01,0002,14,168.73,1,A0,2025-08-17
451574,45,M558,US01,0001,17,466.72,1,A1,2025-10-25
451574,32,M878,US01,0001,13,93.17,1,V0,2025-10-04
451575,12,M527,US01,0002,19,541.94,1,A1,2025-09-01
451575,23,M646,US01,0002,19,312.15,1,A0,2025-09-23
451576,47,M748,US01,0001,6,656.0,1,V0,2025-08-20
451577,82,M129,US01,0002,2,330.45,1,A0,2025-10-06
451577,58,M855,US01,0002,3,606.45,1,V0,2025-09-23
451577,97,M459,US01,0001,1,574.67,1,A1,2025-08-31
451577,96,M258,US01,0001,15,108.36,1,A1,2025-09-17
451578,84,M981,US01,0002,10,479.58,1,A1,2025-10-19
451578,45,M700,US01,0001,1,479.13,1,A1,2025-09-19
451579,69,M987,US01,0001,9,684.23,1,A1,2025-09-13
451580,15,M794,US01,0001,14,900.0,1,V0,2025-11-13
451581,78,M981,US01,0002,7,879.39,1,V0,2025-10-14
451581,25,M827,US01,0001,10,743.53,1,A0,2025-10-25
451582,33,M360,US01,0002,1,548.74,1,V0,2025-11-02
451583,25,M835,US01,0001,15,998.45,1,A0,2025-10-21
451583,18,M204,US01,0002,12,863.96,1,A1,2025-09-05
451584,22,M304,US01,0002,5,63.15,1,A1,2025-11-08
451584,90,M901,US01,0002,17,968.59,1,A0,2025-09-03
451584,72,M494,US01,0001,9,611.63,1,A0,2025-10-16
451584,22,M262,US01,0001,6,889.55,1,A0,2025-09-24
451585,60,M969,US01,0001,2,383.68,1,A0,2025-09-24
451585,38,M940,US01,0002,20,298.5,1,A1,2025-10-27
451585,76,M270,US01,0002,19,357.76,1,V0,2025-09-28
451585,64,M833,US01,0002,5,678.47,1,V0,2025-09-27
451586,31,M293,US01,0001,11,247.52,1,A0,2025-11-05
451586,98,M144,US01,0001,9,937.11,1,A0,2025-09-29
451586,87,M114,US01,0002,2,773.23,1,V0,2025-10-10
451586,91,M203,US01,0002,14,215.24,1,V0,2025-09-19
451587,18,M275,US01,0001,16,329.65,1,A0,2025-11-13
451587,39,M404,US01,0001,13,583.93,1,A0,2025-08-16
451587,95,M682,US01,0002,19,940.88,1,V0,2025-09-19
451588,87,M805,US01,0002,10,978.51,1,A0,2025-09-30
451588,25,M368,US01,0002,1,432.33,1,V0,2025-10-10
451589,50,M360,US01,0002,10,969.25,1,V0,2025-10-16
451589,10,M494,US01,0002,15,457.59,1,A0,2025-09-19
451589,90,M502,US01,0001,17,478.8,1,V0,2025-10-24
451590,96,M654,US01,0002,2,874.76,1,V0,2025-09-04
451591,12,M831,US01,0002,8,849.81,1,A1,2025-08-25
451591,37,M243,US01,0001,20,715.7,1,A0,2025-10-31
451591,13,M968,US01,0002,12,987.09,1,V0,2025-08-31
451591,65,M901,US01,0001,3,140.82,1,V0,2025-10-13
451592,52,M113,US01,0002,2,512.8,1,V0,2025-09-16
451592,49,M968,US01,0001,18,359.86,1,V0,2025-08-29
451593,50,M404,US01,0001,13,990.32,1,A0,2025-10-11
451594,78,M833,US01,0002,10,498.45,1,A1,2025-11-03
451595,38,M319,US01,0001,18,972.85,1,A0,2025-09-04
451596,63,M390,US01,0001,20,828.74,1,A1,2025-09-15
451596,20,M610,US01,0002,12,99.85,1,V0,2025-10-04
451596,97,M381,US01,0002,4,521.27,1,A0,2025-09-05
451597,51,M981,US01,0002,12,172.67,1,A1,2025-11-07
451597,87,M148,US01,0001,17,99.59,1,V0,2025-08-20
451597,74,M870,US01,0002,4,125.68,1,A0,2025-10-06
451597,11,M306,US01,0001,3,880.49,1,A0,2025-08-29
451598,94,M961,US01,0002,10,625.88,1,A1,2025-10-26
451598,45,M569,US01,0002,17,86.54,1,A1,2025-10-28
451598,87,M695,US01,0002,12,852.33,1,A0,2025-10-01
451598,70,M951,US01,0002,15,910.43,1,V0,2025-09-02
451599,95,M757,US01,0001,2,913.52,1,V0,2025-10-09
451599,59,M815,US01,0002,7,488.78,1,A1,2025-08-27
451599,79,M987,US01,0001,10,476.19,1,A1,2025-08-23
451600,35,M219,US01,0002,4,574.48,1,A1,2025-11-04
451601,99,M487,US01,0002,15,831.41,1,A1,2025-10-23
451601,40,M676,US01,0001,6,738.59,1,V0,2025-10-13
451601,58,M555,US01,0002,6,275.07,1,V0,2025-11-12
451601,40,M107,US01,0002,17,115.16,1,A0,2025-09-29
451602,57,M617,US01,0002,10,971.21,1,A0,2025-11-12
451602,60,M172,US01,0002,14,408.24,1,A1,2025-08-26
451602,55,M920,US01,0002,1,852.2,1,A1,2025-10-27
451602,96,M686,US01,0002,20,275.66,1,A0,2025-11-12
451603,98,M981,US01,0001,12,691.28,1,V0,2025-10-17
451603,12,M933,US01,0002,20,307.07,1,A1,2025-10-31
451604,84,M380,US01,0001,10,157.31,1,A1,2025-08-27
451604,44,M604,US01,0001,19,893.68,1,A0,2025-08-17
451604,70,M293,US01,0002,8,94.27,1,V0,2025-10-04
451605,34,M654,US01,0001,20,271.88,1,A0,2025-09-25
451605,61,M232,US01,0002,1,256.87,1,A0,2025-08-27
451606,13,M142,US01,0001,7,78.02,1,A1,2025-09-29
451606,71,M833,US01,0001,6,611.63,1,V0,2025-08-24
451607,41,M258,US01,0001,10,498.04,1,V0,2025-11-10
451607,95,M987,US01,0002,19,83.65,1,A0,2025-11-03
451607,12,M951,US01,0002,2,88.02,1,V0,2025-09-05
451607,13,M877,US01,0001,7,69.62,1,A0,2025-09-29
451608,90,M646,US01,0002,10,712.25,1,V0,2025-08-30
451608,41,M887,US01,0001,11,670.71,1,A0,2025-08-23
451609,40,M853,US01,0002,19,393.54,1,V0,2025-09-03
451610,11,M794,US01,0001,10,404.83,1,A0,2025-09-24
451610,92,M381,US01,0001,5,263.9,1,A1,2025-09-14
451610,39,M360,US01,0002,16,910.71,1,V0,2025-10-29
451610,72,M700,US01,0002,7,768.28,1,A1,2025-11-09
451611,49,M455,US01,0001,15,446.36,1,A0,2025-08-28
451611,48,M231,US01,0002,4,501.28,1,V0,2025-10-24
451612,66,M887,US01,0001,5,292.51,1,A1,2025-08-23
451612,25,M855,US01,0001,13,199.8,1,V0,2025-11-04
451612,61,M954,US01,0002,13,61.75,1,A1,2025-11-13
451612,15,M841,US01,0001,7,940.67,1,A1,2025-10-17
451613,28,M138,US01,0001,11,274.92,1,A1,2025-09-07
451613,53,M953,US01,0001,6,768.57,1,A1,2025-10-10
451614,92,M113,US01,0001,8,539.74,1,A0,2025-11-06
451614,47,M357,US01,0002,6,635.16,1,V0,2025-09-12
451615,40,M589,US01,0001,7,78.9,1,A1,2025-09-12
451616,79,M315,US01,0001,19,327.61,1,V0,2025-08-17
451616,68,M721,US01,0001,20,664.59,1,A0,2025-09-24
451617,53,M817,US01,0002,19,300.85,1,A0,2025-11-06
451618,64,M129,US01,0002,10,273.54,1,A1,2025-10-09
451618,95,M129,US01,0002,1,263.57,1,A1,2025-11-04
451618,38,M622,US01,0002,10,384.16,1,V0,2025-10-18
451619,86,M127,US01,0001,2,416.4,1,V0,2025-10-08
451619,23,M172,US01,0002,10,102.28,1,A0,2025-08-19
451619,65,M859,US01,0001,6,270.09,1,V0,2025-08-17
451619,62,M609,US01,0001,18,861.45,1,A1,2025-08-30
451620,78,M376,US01,0002,16,566.63,1,V0,2025-09-29
451620,73,M181,US01,0002,20,435.78,1,V0,2025-11-07
451621,77,M936,US01,0002,4,464.65,1,A0,2025-10-25
451622,52,M646,US01,0002,5,919.84,1,V0,2025-10-23
451622,76,M608,US01,0002,20,331.04,1,V0,2025-10-23
451623,12,M816,US01,0002,12,661.37,1,A1,2025-09-30
451623,54,M380,US01,0001,18,241.92,1,V0,2025-09-04
451624,34,M601,US01,0002,2,878.25,1,V0,2025-09-23
451624,17,M686,US01,0001,16,130.0,1,A1,2025-08-20
451624,48,M750,US01,0002,14,121.44,1,A1,2025-10-19
451624,59,M287,US01,0002,11,101.83,1,V0,2025-10-31
451625,72,M558,US01,0002,2,133.5,1,A0,2025-10-08
451625,34,M262,US01,0002,6,75.26,1,A0,2025-08-30
451625,35,M368,US01,0002,20,530.1,1,A0,2025-10-30
451625,47,M228,US01,0002,18,776.36,1,V0,2025-08-21
451626,45,M689,US01,0001,5,282.02,1,A0,2025-10-16
451627,22,M676,US01,0001,18,917.74,1,A0,2025-10-17
451627,48,M936,US01,0002,16,88.03,1,A0,2025-09-15
451627,69,M357,US01,0001,20,533.48,1,V0,2025-10-04
451628,85,M204,US01,0002,5,426.42,1,A1,2025-10-31
451628,35,M850,US01,0001,8,305.24,1,A1,2025-11-13
451628,93,M536,US01,0001,20,825.39,1,A1,2025-10-11
451629,11,M721,US01,0002,7,64.52,1,V0,2025-10-08
451629,15,M453,US01,0002,10,867.6,1,V0,2025-08-18
451630,75,M404,US01,0001,18,934.58,1,V0,2025-08-19
451630,13,M685,US01,0001,1,350.03,1,V0,2025-10-08
451631,60,M361,US01,0002,15,942.14,1,A1,2025-09-17
451631,84,M710,US01,0001,8,856.26,1,A0,2025-09-21
451632,65,M799,US01,0001,11,882.7,1,A0,2025-10-12
451632,71,M751,US01,0001,11,249.9,1,V0,2025-10-30
451632,55,M676,US01,0001,4,861.26,1,V0,2025-09-17
451632,79,M829,US01,0002,14,919.85,1,V0,2025-09-23
451633,29,M805,US01,0002,11,378.05,1,V0,2025-09-16
451633,18,M572,US01,0002,1,253.33,1,A0,2025-09-21
451634,64,M382,US01,0002,9,939.78,1,A0,2025-08-25
451634,80,M991,US01,0001,19,859.47,1,A0,2025-10-07
451634,28,M936,US01,0001,13,571.65,1,V0,2025-11-03
451634,60,M654,US01,0002,17,195.36,1,V0,2025-10-09
451635,15,M833,US01,0001,1,816.23,1,V0,2025-08-17
451636,98,M987,US01,0002,10,942.18,1,A0,2025-10-11
451637,61,M751,US01,0002,11,251.05,1,A0,2025-10-04
451638,36,M552,US01,0002,16,959.51,1,V0,2025-10-23
451638,84,M390,US01,0002,20,271.63,1,A0,2025-08-16
451638,41,M254,US01,0001,14,858.91,1,A1,2025-09-22
451639,55,M610,US01,0002,11,709.59,1,V0,2025-11-09
451639,94,M721,US01,0001,19,974.04,1,A0,2025-09-14
451639,57,M258,US01,0001,1,396.08,1,A0,2025-10-28
451639,86,M968,US01,0002,18,294.83,1,A1,2025-09-19
451640,66,M654,US01,0001,17,862.59,1,V0,2025-09-29
451641,84,M714,US01,0001,7,988.71,1,A0,2025-10-27
451642,64,M850,US01,0001,3,934.54,1,V0,2025-10-16
451643,36,M555,US01,0002,13,480.05,1,A0,2025-08-17
451643,97,M815,US01,0001,1,963.36,1,A1,2025-10-23
451643,87,M654,US01,0001,19,87.32,1,V0,2025-08-31
451643,88,M107,US01,0002,4,237.59,1,A0,2025-09-09
451644,69,M473,US01,0002,5,564.46,1,V0,2025-11-08
451644,19,M536,US01,0002,17,634.06,1,A1,2025-08-28
451644,31,M786,US01,0002,1,301.03,1,A1,2025-09-08
451644,37,M685,US01,0001,5,818.08,1,V0,2025-09-10
451645,64,M902,US01,0002,20,191.04,1,A1,2025-09-20
451645,32,M757,US01,0001,5,414.53,1,V0,2025-10-04
451645,62,M421,US01,0002,1,190.24,1,V0,2025-10-09
451646,66,M969,US01,0001,20,332.25,1,A0,2025-10-18
451646,40,M681,US01,0001,13,881.33,1,A0,2025-09-11
451646,44,M127,US01,0002,6,610.97,1,V0,2025-10-31
451647,65,M536,US01,0002,15,538.22,1,A1,2025-10-18
451647,24,M108,US01,0002,1,620.18,1,A0,2025-10-15
451648,29,M699,US01,0002,18,263.67,1,V0,2025-09-25
451649,22,M555,US01,0002,7,858.38,1,A1,2025-09-26
451649,18,M431,US01,0001,8,817.3,1,A0,2025-10-30
451650,14,M899,US01,0002,1,905.51,1,A1,2025-10-26
451650,86,M315,US01,0002,9,202.57,1,V0,2025-09-18
451651,10,M361,US01,0001,3,535.52,1,V0,2025-10-22
451651,26,M254,US01,0002,8,428.81,1,A1,2025-10-09
451651,50,M953,US01,0001,19,859.88,1,A1,2025-09-18
451652,38,M275,US01,0001,14,682.44,1,A0,2025-09-27
451652,28,M859,US01,0001,10,864.79,1,V0,2025-10-11
451653,38,M179,US01,0001,6,244.2,1,A0,2025-11-04
451653,59,M827,US01,0001,2,848.35,1,A1,2025-11-12
451653,91,M390,US01,0002,12,573.96,1,A1,2025-08-29
451653,96,M953,US01,0001,2,90.39,1,A0,2025-10-08
451654,60,M266,US01,0001,8,890.59,1,V0,2025-09-17
451654,76,M360,US01,0001,11,271.44,1,A0,2025-10-26
451654,25,M894,US01,0001,17,742.46,1,V0,2025-09-30
451654,47,M681,US01,0002,1,390.13,1,A0,2025-09-22
451655,99,M232,US01,0001,6,204.16,1,A0,2025-10-31
451655,66,M572,US01,0002,17,719.49,1,V0,2025-09-26
451656,89,M987,US01,0002,6,599.5,1,V0,2025-09-01
451657,99,M107,US01,0001,11,296.1,1,A0,2025-10-19
451657,58,M970,US01,0001,11,281.97,1,V0,2025-09-20
451658,43,M968,US01,0001,20,607.22,1,A1,2025-11-02
451658,64,M107,US01,0001,15,530.97,1,V0,2025-10-20
451658,49,M710,US01,0001,15,302.18,1,A0,2025-10-02
451659,19,M750,US01,0001,20,393.63,1,V0,2025-10-31
451659,43,M968,US01,0001,8,189.12,1,A1,2025-10-29
451659,23,M270,US01,0002,6,411.14,1,A1,2025-09-28
451659,10,M298,US01,0001,16,452.16,1,A0,2025-09-03
451660,99,M933,US01,0002,20,538.92,1,V0,2025-09-01
451660,10,M899,US01,0001,13,225.71,1,V0,2025-09-06
451661,86,M939,US01,0001,13,244.19,1,V0,2025-11-05
451661,16,M969,US01,0001,9,363.75,1,A0,2025-11-13
451661,51,M899,US01,0001,3,569.36,1,A1,2025-08-21
451661,12,M254,US01,0001,4,795.47,1,V0,2025-11-13
451662,84,M230,US01,0001,9,110.85,1,A1,2025-09-04
451662,60,M816,US01,0001,8,683.63,1,A1,2025-11-13
451662,23,M381,US01,0002,1,973.86,1,V0,2025-10-28
451662,56,M230,US01,0001,4,702.83,1,A0,2025-09-22
451663,53,M939,US01,0001,13,786.51,1,V0,2025-10-06
451664,87,M219,US01,0001,16,343.46,1,A1,2025-08-31
451664,16,M283,US01,0002,5,481.83,1,A0,2025-09-24
451665,84,M817,US01,0002,19,917.55,1,V0,2025-10-28
451665,81,M232,US01,0002,16,434.7,1,V0,2025-09-22
451665,69,M714,US01,0001,5,669.84,1,V0,2025-09-20
451665,82,M127,US01,0001,2,941.77,1,V0,2025-09-20
451666,68,M221,US01,0001,19,741.13,1,V0,2025-09-04
451667,72,M148,US01,0002,19,344.18,1,V0,2025-10-21
451667,54,M833,US01,0001,6,112.11,1,A1,2025-08-29
451668,29,M757,US01,0001,19,440.78,1,A1,2025-10-12
451668,21,M872,US01,0002,18,374.86,1,A1,2025-09-28
451668,77,M547,US01,0002,3,407.16,1,A1,2025-10-26
451668,38,M721,US01,0002,20,951.31,1,V0,2025-10-16
451669,85,M932,US01,0002,14,390.94,1,A0,2025-08-26
451669,75,M357,US01,0001,11,227.57,1,A0,2025-09-30
451669,16,M746,US01,0001,17,633.47,1,A0,2025-10-10
451669,21,M232,US01,0002,11,752.87,1,A1,2025-09-08
451670,75,M144,US01,0002,17,747.11,1,A0,2025-11-01
451671,57,M969,US01,0001,17,729.46,1,A0,2025-08-29
451671,88,M208,US01,0002,10,473.55,1,V0,2025-11-12
451671,58,M108,US01,0001,11,491.44,1,A0,2025-09-27
451672,29,M527,US01,0001,19,407.19,1,A1,2025-10-31
451672,28,M936,US01,0002,7,952.79,1,V0,2025-11-12
451673,68,M410,US01,0001,1,566.82,1,A1,2025-08-28
451673,44,M610,US01,0001,10,457.36,1,V0,2025-08-22
451673,99,M108,US01,0002,18,815.09,1,A1,2025-11-10
451673,53,M901,US01,0001,12,59.52,1,V0,2025-10-21
451674,69,M232,US01,0002,2,373.02,1,A1,2025-10-19
451675,98,M304,US01,0002,6,449.85,1,V0,2025-10-16
451675,44,M487,US01,0002,17,117.27,1,A0,2025-10-17
451675,46,M113,US01,0002,16,459.54,1,A1,2025-09-12
451675,75,M831,US01,0002,20,795.35,1,A0,2025-10-16
451676,83,M987,US01,0001,10,409.07,1,A1,2025-10-09
451676,76,M686,US01,0002,13,643.99,1,A1,2025-10-27
451676,64,M287,US01,0001,12,750.02,1,A1,2025-09-07
451676,13,M114,US01,0001,12,121.2,1,A0,2025-10-13
451677,18,M114,US01,0002,2,559.79,1,V0,2025-08-25
451678,57,M538,US01,0001,1,481.4,1,A1,2025-10-28
451679,38,M609,US01,0002,4,306.54,1,A1,2025-09-22
451679,86,M757,US01,0001,2,817.17,1,A1,2025-10-27
451679,16,M547,US01,0001,6,224.54,1,A1,2025-10-11
451680,33,M376,US01,0001,13,748.64,1,V0,2025-08-16
451680,62,M376,US01,0001,9,491.38,1,V0,2025-08-21
451680,27,M751,US01,0002,16,620.94,1,A0,2025-09-10
451681,20,M899,US01,0002,12,948.03,1,V0,2025-09-24
451681,92,M936,US01,0001,15,204.93,1,V0,2025-10-21
451681,85,M750,US01,0001,2,432.98,1,V0,2025-09-13
451682,93,M166,US01,0002,15,871.99,1,A0,2025-08-28
451682,36,M536,US01,0002,5,231.33,1,V0,2025-08-20
451682,25,M336,US01,0002,1,804.75,1,A0,2025-09-16
451683,35,M465,US01,0002,9,514.79,1,A0,2025-10-15
451683,69,M482,US01,0001,11,95.4,1,A1,2025-11-11
451683,59,M617,US01,0001,12,339.74,1,A1,2025-08-27
451684,81,M682,US01,0001,1,831.92,1,A0,2025-09-02
451684,25,M608,US01,0002,4,530.1,1,V0,2025-10-18
451684,64,M908,US01,0002,10,164.96,1,A0,2025-10-15
451685,72,M816,US01,0001,3,331.51,1,V0,2025-09-14
451685,83,M957,US01,0001,5,709.79,1,V0,2025-09-07
451686,90,M381,US01,0002,9,418.23,1,A0,2025-09-17
451686,20,M810,US01,0002,9,899.19,1,A1,2025-09-11
451687,44,M114,US01,0002,5,207.57,1,A0,2025-11-13
451688,26,M940,US01,0001,8,685.93,1,A0,2025-09-25
451688,77,M547,US01,0002,7,593.65,1,V0,2025-09-25
451688,45,M987,US01,0002,8,148.46,1,A1,2025-09-10
451689,75,M604,US01,0002,7,501.41,1,V0,2025-09-24
451689,97,M166,US01,0001,20,280.54,1,V0,2025-10-07
451689,72,M831,US01,0001,14,842.99,1,A0,2025-09-05
451689,11,M776,US01,0001,8,157.51,1,A0,2025-09-24
451690,40,M412,US01,0002,8,732.85,1,V0,2025-11-03
451691,61,M839,US01,0001,16,330.85,1,V0,2025-11-09
451691,23,M114,US01,0001,8,560.49,1,V0,2025-10-21
451691,78,M654,US01,0002,5,951.52,1,A0,2025-10-09
451692,32,M547,US01,0001,9,501.3,1,V0,2025-11-07
451692,42,M676,US01,0001,4,782.27,1,V0,2025-10-12
451692,51,M920,US01,0001,9,315.82,1,V0,2025-09-16
